228	1	101	10976	6500766.511	6500.766511
214	7	831	2381	678482.7074	678.4827074
228	1	1313	7255	517162.0278	517.1620278
228	1	23	1532280	116046.9876	116.0469876
228	1	21	1386251	87534.50679	87.53450679
228	1	4141	1497	83336.93943	83.33693943
228	1	4141	14817	81275.37	81.27537
228	1	4141	6030	79295.47507	79.29547507
228	1	2222	10090	79278.16717	79.27816717
228	1	4141	4313	78174.338	78.174338
228	3	9505	238319	76941.0485	76.9410485
228	1	4141	6057	74859.02447	74.85902447
228	1	13	873240	74243.76668	74.24376668
228	1	13	878010	71880.74447	71.88074447
228	1	4141	25265	69362.60053	69.36260053
228	3	6002	12021	63549.19137	63.54919137
228	3	6002	12258	62919.63084	62.91963084
228	3	6004	13147	62892.10497	62.89210497
228	1	2626	4045	54739.16826	54.73916826
228	1	4242	6957	54485.7719	54.4857719
228	1	2626	10869	54228.9684	54.2289684
228	1	4242	7014	53657.49803	53.65749803
228	1	2626	24025	53332.84585	53.33284585
228	1	4141	6026	52936.75162	52.93675162
228	1	2626	5263	51882.15192	51.88215192
228	1	1313	21026	50817.08068	50.81708068
228	2	6000	26551	45141.51096	45.14151096
228	3	6002	13571	44914.11433	44.91411433
228	2	31000	12742	44204.14718	44.20414718
228	3	6002	12162	42966.17667	42.96617667
228	2	37000	3602	42301.80716	42.30180716
228	2	37000	44812	41746.11107	41.74611107
228	3	6503	1147505	41344.21109	41.34421109
228	3	9004	19972	36524.19493	36.52419493
228	3	6006	13893	35030.36539	35.03036539
228	2	32000	11612	32017.40737	32.01740737
228	1	2626	4020	30341.96127	30.34196127
228	2	32000	10352	30195.83033	30.19583033
228	1	1313	30409	30089.89164	30.08989164
228	1	101	150	30053.75484	30.05375484
228	1	2626	8893	29295.85517	29.29585517
228	1	4141	31186	28829.09777	28.82909777
228	1	1313	9454	28139.02271	28.13902271
228	1	2020	3467	27900.20424	27.90020424
228	3	6003	12345	27712.14414	27.71214414
228	1	13	868156	27649.25849	27.64925849
228	1	303	28481	27447.83457	27.44783457
228	3	6002	12082	27262.66057	27.26266057
228	2	14000	20722	26115.38083	26.11538083
228	1	101	4818	26005.60918	26.00560918
228	1	4141	6832	25852.83917	25.85283917
228	1	4141	12306	25815.94952	25.81594952
228	1	2020	13821	24973.66968	24.97366968
228	1	3030	13265	24488.77735	24.48877735
228	1	202	6166	24219.29749	24.21929749
228	2	32000	12291	24166.84226	24.16684226
228	1	4141	10202	23944.14016	23.94414016
228	1	1313	15825	23355.05033	23.35505033
228	2	7500	14001	21366.47932	21.36647932
228	2	7500	14021	21317.42207	21.31742207
228	2	37000	15692	20912.38016	20.91238016
228	2	32000	10286	20815.3927	20.8153927
228	3	6002	11823	20696.84277	20.69684277
228	2	37000	12732	20656.8953	20.6568953
228	1	2323	534	20441.63528	20.44163528
228	3	6002	12197	20213.98816	20.21398816
228	2	19000	2442	20121.85309	20.12185309
228	3	6002	11761	19801.71985	19.80171985
228	3	6003	12402	18582.75087	18.58275087
228	3	7510	177348	18289.99832	18.28999832
228	3	6004	13283	17730.89601	17.73089601
228	3	7510	176862	17131.97871	17.13197871
228	3	7510	176324	16814.25872	16.81425872
228	1	303	9240	16709.01784	16.70901784
228	2	17000	31371	16517.21228	16.51721228
228	2	16001	32593	16472.69899	16.47269899
228	3	6003	12283	16285.80584	16.28580584
228	2	16001	23967	16009.80925	16.00980925
228	2	15000	24152	15417.67315	15.41767315
208	10	11804	21588	15160.61255	15.16061255
228	1	4141	18480	15136.41213	15.13641213
228	1	2626	5421	15125.69248	15.12569248
228	3	6003	12261	14315.26935	14.31526935
228	1	2626	39079	14273.1933	14.2731933
228	3	6003	12772	14261.60603	14.26160603
228	1	4141	16522	14140.90279	14.14090279
228	1	2626	30274	13985.97794	13.98597794
228	1	2020	8238	13936.42456	13.93642456
228	1	2323	15016	13589.40485	13.58940485
228	2	32000	28712	12882.40764	12.88240764
228	1	13	878427	12738.95996	12.73895996
228	3	6006	13993	12426.24365	12.42624365
228	1	1313	13566	12105.12952	12.10512952
228	1	4141	8309	12068.36396	12.06836396
228	2	6000	23175	12039.31301	12.03931301
228	1	13	881421	11887.92556	11.88792556
228	3	6503	1146258	11877.09649	11.87709649
228	3	6009	17804	11870.30487	11.87030487
228	1	2424	3201	11777.13062	11.77713062
228	3	7510	176794	11608.45574	11.60845574
228	1	13	852948	11588.57451	11.58857451
228	3	6004	14056	11123.5474	11.1235474
228	1	6	424176	10950.83849	10.95083849
228	1	4141	8088	10937.16866	10.93716866
228	2	15000	2512	10935.84686	10.93584686
228	3	6004	14057	10932.50199	10.93250199
228	3	6501	884117	10909.1261	10.9091261
228	2	6000	31136	10888.18534	10.88818534
228	3	6006	13803	10619.07872	10.61907872
228	3	6008	13064	10449.9939	10.4499939
228	1	2222	29374	10289.25083	10.28925083
228	2	17000	22543	10231.4191	10.2314191
228	1	13	853173	10220.12994	10.22012994
228	2	19000	2443	10211.82857	10.21182857
228	3	7510	176804	10202.101	10.202101
228	2	15000	16912	10186.75101	10.18675101
228	1	3030	4617	10107.02526	10.10702526
228	1	101	6492	10002.50891	10.00250891
228	3	6003	12444	9902.216596	9.902216596
228	1	2323	15021	9892.776929	9.892776929
228	1	2222	2092	9736.835714	9.736835714
228	1	606	11031	9464.872455	9.464872455
228	3	6002	12101	9425.410537	9.425410537
228	1	2626	7313	9423.793239	9.423793239
228	1	4141	11431	9387.721047	9.387721047
228	1	4242	20660	9387.124871	9.387124871
228	3	6002	13027	9310.412209	9.310412209
228	1	4040	6691	9239.786566	9.239786566
228	1	4141	3996	9163.996608	9.163996608
228	1	2626	7385	9052.566441	9.052566441
228	3	6003	12280	9050.139186	9.050139186
228	1	3030	14189	9030.022767	9.030022767
228	1	101	7283	8990.644703	8.990644703
228	1	5	332859	8895.192636	8.895192636
228	2	6000	14331	8851.681127	8.851681127
228	1	3030	14012	8787.490344	8.787490344
228	1	4242	344	8690.329907	8.690329907
228	2	4000	26613	8684.385411	8.684385411
228	1	101	8145	8651.841432	8.651841432
228	1	4141	21051	8628.84088	8.62884088
228	3	7510	373542	8557.636992	8.557636992
228	1	3030	14034	8551.269469	8.551269469
228	1	24	1610754	8495.438899	8.495438899
228	1	4141	14646	8371.067907	8.371067907
228	1	13	882378	8194.314251	8.194314251
228	1	2626	5530	8146.909008	8.146909008
228	1	3030	14054	8066.164206	8.066164206
228	3	6003	12925	7994.482597	7.994482597
228	1	101	3510	7968.238694	7.968238694
228	1	4141	14645	7967.008452	7.967008452
228	2	16001	23991	7884.318116	7.884318116
228	1	12	809090	7880.13534	7.88013534
228	3	6002	12232	7806.860165	7.806860165
228	2	21000	26399594	7740.76775	7.74076775
228	3	8007	17717	7532.221202	7.532221202
228	1	13	862930	7506.810109	7.506810109
228	1	3030	14087	7496.345292	7.496345292
228	1	4141	324	7431.495841	7.431495841
228	2	15000	21021	7408.471331	7.408471331
228	1	4141	18471	7382.629345	7.382629345
228	2	17000	31531	7290.333953	7.290333953
228	1	16	1087188	7260.132635	7.260132635
228	1	13	886364	7246.692341	7.246692341
228	1	13	890446	7188.354031	7.188354031
228	2	15000	21212	7043.006951	7.043006951
228	1	404	21591	7012.120695	7.012120695
228	1	4141	27801	6842.696492	6.842696492
228	1	26	1728446	6820.759233	6.820759233
228	2	6000	31211	6816.537604	6.816537604
228	1	13	862744	6756.512224	6.756512224
228	3	6004	13612	6752.99882	6.75299882
228	1	4141	6023	6735.795408	6.735795408
228	1	3030	14033	6706.745308	6.706745308
228	1	202	24297	6699.954509	6.699954509
228	3	6004	14522	6594.457987	6.594457987
228	1	4141	5836	6592.313412	6.592313412
228	3	6003	12953	6572.183105	6.572183105
228	1	4141	26577	6562.564534	6.562564534
228	3	6002	12962	6558.381985	6.558381985
228	1	4141	27794	6464.917513	6.464917513
228	2	6000	0	6455.270831	6.455270831
228	2	6000	31012	6445.13712	6.44513712
228	2	17000	31141	6328.960629	6.328960629
228	1	202	6019	6302.347642	6.302347642
228	1	202	8308	6285.773378	6.285773378
228	3	6003	12666	6280.737668	6.280737668
228	1	1818	6496	6260.596951	6.260596951
228	1	4141	22827	6231.702978	6.231702978
228	3	6501	884069	6187.668894	6.187668894
